patcnty1,dsch_yr,race_grp1,Discharges,mdc_desc,gender
Out of State/Homeless,2016,American,319,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown
Out of State/Homeless,2016,Other,3547,BURNS,Female
Out of State/Homeless,2016,Unknown,1344,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Out of State/Homeless,2016,White,47147,MULTIPLE SIGNFICANT TRAUMA,Unknown
Out of State/Homeless,2017,Aisan,4523,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female
Out of State/Homeless,2017,Black,18090,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male
Out of State/Homeless,2017,Hispanic,24050,"EYE, DISEASES & DISORDERS",Unknown
Out of State/Homeless,2017,American,519,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female
Out of State/Homeless,2017,Other,5882,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male
Out of State/Homeless,2017,Unknown,1763,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Unknown
Out of State/Homeless,2017,White,65128,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female
Out of State/Homeless,2018,Aisan,6023,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male
Out of State/Homeless,2018,Black,23987,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Out of State/Homeless,2018,Hispanic,31248,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Out of State/Homeless,2018,American,669,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Out of State/Homeless,2018,Other,7174,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Out of State/Homeless,2018,Unknown,2141,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Out of State/Homeless,2018,White,76776,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Placer,2012,Aisan,1235,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Placer,2012,Black,456,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Placer,2012,Hispanic,3933,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Placer,2012,American,98,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Placer,2012,Other,304,INFECTIOUS & PARASITIC DISEASES,Female
Placer,2012,Unknown,181,MENTAL DISEASES & DISORDERS,Male
Placer,2012,White,26990,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female
Placer,2013,Aisan,1277,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male
Placer,2013,Black,465,BURNS,Female
Placer,2013,Hispanic,3927,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Placer,2013,American,88,MULTIPLE SIGNFICANT TRAUMA,Female
Placer,2013,Other,337,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male
Placer,2013,Unknown,211,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female
Placer,2013,White,26562,"EYE, DISEASES & DISORDERS",Male
Placer,2014,Aisan,1344,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female
Placer,2014,Black,460,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male
Placer,2014,Hispanic,3043,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
Placer,2014,American,82,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
Placer,2014,Other,316,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Placer,2014,Unknown,243,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Placer,2014,White,25815,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Female
Placer,2015,Aisan,1477,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Male
Placer,2015,Black,572,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Unknown
Placer,2015,Hispanic,2724,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Placer,2015,American,190,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Placer,2015,Other,435,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown
Placer,2015,Unknown,580,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female
Placer,2015,White,25333,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male
Placer,2016,Aisan,1612,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Unknown
Placer,2016,Black,529,INFECTIOUS & PARASITIC DISEASES,Female
Placer,2016,Hispanic,2836,MENTAL DISEASES & DISORDERS,Male
Placer,2016,American,130,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Unknown
Placer,2016,Other,558,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
Placer,2016,Unknown,578,BURNS,Male
Placer,2016,White,26653,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown
Placer,2017,Aisan,1700,MULTIPLE SIGNFICANT TRAUMA,Female
Placer,2017,Black,486,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male
Placer,2017,Hispanic,2928,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown
Placer,2017,American,120,"EYE, DISEASES & DISORDERS",Female
Placer,2017,Other,636,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Placer,2017,Unknown,460,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown
Placer,2017,White,26663,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
Placer,2018,Aisan,1724,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
Placer,2018,Black,581,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Placer,2018,Hispanic,2794,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Placer,2018,American,116,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown
Placer,2018,Other,610,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Placer,2018,Unknown,483,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Placer,2018,White,26297,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Plumas,2012,Aisan,818,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Plumas,2012,Black,818,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male
Plumas,2012,Hispanic,185,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown
Plumas,2012,American,11,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Plumas,2012,Other,39,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Plumas,2012,Unknown,18,INFECTIOUS & PARASITIC DISEASES,Unknown
Plumas,2012,White,1175,MENTAL DISEASES & DISORDERS,Female
Plumas,2013,Aisan,818,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Plumas,2013,Black,13,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown
Plumas,2013,Hispanic,105,BURNS,Female
Plumas,2013,American,15,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Plumas,2013,Other,13,MULTIPLE SIGNFICANT TRAUMA,Unknown
Plumas,2013,Unknown,818,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female
Plumas,2013,White,1231,UNGROUPABLE,Male
Plumas,2014,Aisan,818,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female
Plumas,2014,Black,25,"EYE, DISEASES & DISORDERS",Male
Plumas,2014,Hispanic,87,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown
Plumas,2014,American,17,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Plumas,2014,Other,21,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Plumas,2014,Unknown,818,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Plumas,2014,White,1260,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Plumas,2015,Aisan,818,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Plumas,2015,Black,27,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown
Plumas,2015,Hispanic,83,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Plumas,2015,American,23,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Plumas,2015,Other,17,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Plumas,2015,Unknown,818,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Plumas,2015,White,1343,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male
Plumas,2016,Aisan,818,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female
Plumas,2016,Black,25,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male
Plumas,2016,Hispanic,76,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Unknown
Plumas,2016,American,18,INFECTIOUS & PARASITIC DISEASES,Female
Plumas,2016,Other,18,MENTAL DISEASES & DISORDERS,Male
Plumas,2016,Unknown,818,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Unknown
Plumas,2016,White,1387,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
Plumas,2017,Aisan,818,BURNS,Male
Plumas,2017,Black,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown
Plumas,2017,Hispanic,279,MULTIPLE SIGNFICANT TRAUMA,Female
Plumas,2017,American,13,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male
Plumas,2017,Other,24,UNGROUPABLE,Unknown
Plumas,2017,Unknown,818,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female
Plumas,2017,White,1074,"EYE, DISEASES & DISORDERS",Male
Plumas,2018,Aisan,11,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown
Plumas,2018,Black,17,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Plumas,2018,Hispanic,90,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Plumas,2018,American,30,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Plumas,2018,Other,25,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
Plumas,2018,Unknown,14,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
Plumas,2018,White,1399,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown
Riverside,2012,Aisan,7062,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Riverside,2012,Black,16774,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Riverside,2012,Hispanic,77989,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Riverside,2012,American,578,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Riverside,2012,Other,7276,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Male
Riverside,2012,Unknown,1948,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Unknown
Riverside,2012,White,114175,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Riverside,2013,Aisan,7258,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Riverside,2013,Black,17295,INFECTIOUS & PARASITIC DISEASES,Unknown
Riverside,2013,Hispanic,78230,MENTAL DISEASES & DISORDERS,Female
Riverside,2013,American,630,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Riverside,2013,Other,6792,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Unknown
Riverside,2013,Unknown,2033,BURNS,Female
Riverside,2013,White,113647,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Male
Riverside,2014,Aisan,8030,MULTIPLE SIGNFICANT TRAUMA,Unknown
Riverside,2014,Black,17474,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female
Riverside,2014,Hispanic,80483,UNGROUPABLE,Male
Riverside,2014,American,682,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown
Riverside,2014,Other,6799,"EYE, DISEASES & DISORDERS",Female
Riverside,2014,Unknown,1895,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Riverside,2014,White,113295,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown
Riverside,2015,Aisan,8163,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
Riverside,2015,Black,17575,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
Riverside,2015,Hispanic,83401,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown
Riverside,2015,American,732,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Riverside,2015,Other,7967,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Riverside,2015,Unknown,1900,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown
Riverside,2015,White,112060,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female
Riverside,2016,Aisan,8796,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Riverside,2016,Black,17833,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Riverside,2016,Hispanic,84027,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Riverside,2016,American,727,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Riverside,2016,Other,8373,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown
Riverside,2016,Unknown,2344,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female
Riverside,2016,White,109776,INFECTIOUS & PARASITIC DISEASES,Male
Riverside,2017,Aisan,8981,MENTAL DISEASES & DISORDERS,Unknown
Riverside,2017,Black,17254,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female
Riverside,2017,Hispanic,83716,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male
Riverside,2017,American,755,BURNS,Unknown
Riverside,2017,Other,8148,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female
Riverside,2017,Unknown,2295,MULTIPLE SIGNFICANT TRAUMA,Male
Riverside,2017,White,108224,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Unknown
Riverside,2018,Aisan,9016,UNGROUPABLE,Female
Riverside,2018,Black,17665,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male
Riverside,2018,Hispanic,83602,"EYE, DISEASES & DISORDERS",Female
Riverside,2018,American,755,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Riverside,2018,Other,8141,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Riverside,2018,Unknown,1885,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
Riverside,2018,White,106627,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female
Sacramento,2012,Aisan,15121,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male
Sacramento,2012,Black,18367,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Sacramento,2012,Hispanic,35792,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Sacramento,2012,American,487,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
Sacramento,2012,Other,2337,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
Sacramento,2012,Unknown,713,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
Sacramento,2012,White,76284,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Sacramento,2013,Aisan,15735,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Sacramento,2013,Black,18782,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Sacramento,2013,Hispanic,35923,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",Female
Sacramento,2013,American,467,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Male
Sacramento,2013,Other,2206,INFECTIOUS & PARASITIC DISEASES,Unknown
Sacramento,2013,Unknown,903,MENTAL DISEASES & DISORDERS,Female
Sacramento,2013,White,76917,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Male
Sacramento,2014,Aisan,17348,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
Sacramento,2014,Black,19959,BURNS,Male
Sacramento,2014,Hispanic,29397,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown
Sacramento,2014,American,559,MULTIPLE SIGNFICANT TRAUMA,Female
Sacramento,2014,Other,2441,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male
Sacramento,2014,Unknown,1085,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown
Sacramento,2014,White,81190,"EYE, DISEASES & DISORDERS",Female
Sacramento,2015,Aisan,18782,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
Sacramento,2015,Black,21596,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown
Sacramento,2015,Hispanic,24431,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
Sacramento,2015,American,705,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
Sacramento,2015,Other,3121,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown
Sacramento,2015,Unknown,1754,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
Sacramento,2015,White,82237,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
Sacramento,2016,Aisan,18195,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown
Sacramento,2016,Black,21200,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female
Sacramento,2016,Hispanic,24940,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
Sacramento,2016,American,639,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
Sacramento,2016,Other,3906,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
Sacramento,2016,Unknown,1955,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
Sacramento,2016,White,81418,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown
Sacramento,2017,Aisan,19118,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Female
Sacramento,2017,Black,21921,INFECTIOUS & PARASITIC DISEASES,Male
Sacramento,2017,Hispanic,26026,MENTAL DISEASES & DISORDERS,Unknown
Sacramento,2017,American,654,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Female
Sacramento,2017,Other,4290,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Male
Sacramento,2017,Unknown,1506,BURNS,Unknown
Sacramento,2017,White,79196,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female
Sacramento,2018,Aisan,19002,MULTIPLE SIGNFICANT TRAUMA,Male
Sacramento,2018,Black,21114,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Unknown
Sacramento,2018,Hispanic,25930,"NERVOUS SYSTEM, DISEASES & DISORDERS",Female
Sacramento,2018,American,716,"EYE, DISEASES & DISORDERS",Male
Sacramento,2018,Other,4491,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Unknown
Sacramento,2018,Unknown,1520,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Female
Sacramento,2018,White,76185,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Male
San Benito,2012,Aisan,100,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Unknown
San Benito,2012,Black,32,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Female
San Benito,2012,Hispanic,2454,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Male
San Benito,2012,American,5,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Unknown
San Benito,2012,Other,151,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Female
San Benito,2012,Unknown,90,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Male
San Benito,2012,White,2351,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
San Benito,2013,Aisan,80,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
San Benito,2013,Black,38,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown
San Benito,2013,Hispanic,2441,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female
San Benito,2013,American,5,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male
San Benito,2013,Other,149,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Unknown
San Benito,2013,Unknown,61,INFECTIOUS & PARASITIC DISEASES,Female
San Benito,2013,White,2563,MENTAL DISEASES & DISORDERS,Male
San Benito,2014,Aisan,100,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Unknown
San Benito,2014,Black,33,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
San Benito,2014,Hispanic,2379,BURNS,Male
San Benito,2014,American,3,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Female
San Benito,2014,Other,158,MULTIPLE SIGNFICANT TRAUMA,Male
San Benito,2014,Unknown,58,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Female
San Benito,2014,White,2407,"NERVOUS SYSTEM, DISEASES & DISORDERS",Male
San Benito,2015,Aisan,93,"EYE, DISEASES & DISORDERS",Unknown
San Benito,2015,Black,40,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Female
San Benito,2015,Hispanic,2471,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Male
San Benito,2015,American,8,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Unknown
San Benito,2015,Other,157,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Female
San Benito,2015,Unknown,35,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Male
San Benito,2015,White,2288,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Unknown
San Benito,2016,Aisan,104,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Female
San Benito,2016,Black,29,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Male
San Benito,2016,Hispanic,2589,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Unknown
San Benito,2016,American,6,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Female
San Benito,2016,Other,155,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
San Benito,2016,Unknown,47,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Unknown
San Benito,2016,White,2482,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Female
San Benito,2017,Aisan,120,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Male
San Benito,2017,Black,41,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,Unknown
San Benito,2017,Hispanic,2599,INFECTIOUS & PARASITIC DISEASES,Female
San Benito,2017,American,5,MENTAL DISEASES & DISORDERS,Male
San Benito,2017,Other,156,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,Unknown
San Benito,2017,Unknown,51,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",Female
San Benito,2017,White,2439,BURNS,Male
San Benito,2018,Aisan,107,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,Unknown
San Benito,2018,Black,29,MULTIPLE SIGNFICANT TRAUMA,Female
San Benito,2018,Hispanic,2592,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Male
San Benito,2018,American,3,"NERVOUS SYSTEM, DISEASES & DISORDERS",Unknown
San Benito,2018,Other,177,"EYE, DISEASES & DISORDERS",Female
San Benito,2018,Unknown,49,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",Male
San Benito,2018,White,2544,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",Unknown
San Bernardino,2012,Aisan,7720,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",Female
San Bernardino,2012,Black,25654,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",Male
San Bernardino,2012,Hispanic,80208,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",Unknown
San Bernardino,2012,American,382,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",Female
San Bernardino,2012,Other,9764,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",Male
San Bernardino,2012,Unknown,1706,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",Unknown
San Bernardino,2012,White,95770,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",Female
San Bernardino,2013,Aisan,8104,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Male
San Bernardino,2013,Black,25883,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",Unknown
San Bernardino,2013,Hispanic,80399,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",Female
San Bernardino,2013,American,449,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,Male
San Bernardino,2013,Other,9510,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",Unknown
